logFC	logCPM	LR	PValue	status
chr6:31075209-31077780	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31075406-31077914	 -8.140149	 3.8904	3.787e+00	0.051648	test
chr6:31075517-31078075	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31076759-31078164	 -1.353802	 6.6960	4.025e-01	0.525785	test
chr6:31077224-31078269	 -0.952673	 7.2482	2.046e-01	0.651011	test
chr6:31077466-31078407	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31077649-31078545	  1.294080	 5.5037	3.684e-01	0.543897	test
chr6:31077735-31079580	 -0.939979	 8.8271	2.010e-01	0.653877	test
chr6:31077792-31078761	 -0.552476	 4.5799	6.550e-02	0.798006	test
chr6:31077913-31078879	  3.269954	 4.8406	2.028e+00	0.154462	test
chr6:31077925-31083300	 -0.899238	 7.2948	1.828e-01	0.668994	test
chr6:31078005-31079870	 -0.155840	 9.5911	5.633e-03	0.940171	test
chr6:31078041-31079082	 -0.039081	 6.7978	3.504e-04	0.985065	test
chr6:31078146-31079168	 -0.769885	 6.2294	1.329e-01	0.715488	test
chr6:31078230-31079999	  1.590898	 8.0515	5.589e-01	0.454718	test
chr6:31078268-31079425	 -7.711292	 3.5291	3.321e+00	0.068404	test
chr6:31078404-31079579	  0.291171	 6.8596	1.945e-02	0.889079	test
chr6:31078543-31079737	 -6.654652	 2.7051	2.291e+00	0.130099	test
chr6:31078589-31080376	  0.950731	 6.1656	2.032e-01	0.652123	test
chr6:31078758-31079798	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31078828-31083841	 -0.340989	 3.9253	2.414e-02	0.876520	test
chr6:31078830-31080646	  1.900951	 5.9025	7.737e-01	0.379090	test
chr6:31078878-31079944	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31079077-31080054	 -1.439262	 7.8521	4.583e-01	0.498414	test
chr6:31079151-31081927	 -0.105634	 8.3502	2.582e-03	0.959474	test
chr6:31079182-31080248	 -0.636128	 6.7724	9.182e-02	0.761874	test
chr6:31079391-31080387	  2.893276	 5.3728	1.654e+00	0.198353	test
chr6:31079465-31082183	 -0.935753	 6.7419	1.965e-01	0.657576	test
chr6:31079544-31080633	 -6.518580	 2.6068	2.173e+00	0.140463	test
chr6:31079594-31084512	 -0.407549	 6.7829	3.791e-02	0.845616	test
chr6:31079660-31080830	 -0.536591	 4.9609	6.291e-02	0.801948	test
chr6:31079797-31081189	  0.532307	 4.0426	6.052e-02	0.805682	test
chr6:31079800-31083076	  0.147057	 5.9422	4.912e-03	0.944128	test
chr6:31079919-31081326	 -1.117599	 5.7648	2.727e-01	0.601512	test
chr6:31080006-31083259	 -0.676289	 4.1146	9.469e-02	0.758297	test
chr6:31080053-31081618	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31080115-31085222	  3.210236	 7.5086	2.012e+00	0.156027	test
chr6:31080165-31081827	  0.148663	 3.6792	4.579e-03	0.946047	test
chr6:31080350-31081895	 -6.837357	 2.8401	2.456e+00	0.117097	test
chr6:31080389-31083739	 -2.944447	 6.5585	1.670e+00	0.196317	test
chr6:31080619-31082039	 -0.628684	 7.3789	9.021e-02	0.763906	test
chr6:31080624-31083991	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31080647-31086461	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31080739-31082179	 -8.251660	 3.9865	3.912e+00	0.047937	test
chr6:31080853-31082302	  2.339021	 8.4369	1.150e+00	0.283467	test
chr6:31081196-31082542	 -8.506730	 4.2094	4.204e+00	0.040338	test
chr6:31081327-31082753	 -5.792067	 2.1168	1.601e+00	0.205727	test
chr6:31081655-31082786	 -0.389837	 5.3156	3.378e-02	0.854178	test
chr6:31081875-31083059	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31081908-31084429	 -0.476545	 6.5727	5.163e-02	0.820247	test
chr6:31082050-31083232	 -1.102759	 5.4764	2.635e-01	0.607740	test
chr6:31082053-31087167	 -9.137590	 4.7769	4.952e+00	0.026061	test
chr6:31082151-31083360	  2.170925	 6.3489	9.950e-01	0.318523	test
chr6:31082180-31084749	 -3.483380	 4.3977	1.882e+00	0.170151	test
chr6:31082283-31083520	 -6.010735	 2.2578	1.762e+00	0.184336	test
chr6:31082539-31083723	  2.145510	 7.0398	9.776e-01	0.322784	test
chr6:31082628-31083825	 -1.226983	 5.2144	3.206e-01	0.571226	test
chr6:31082755-31083963	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31082775-31085065	  0.295412	 5.8048	1.977e-02	0.888185	test
chr6:31082980-31084083	 -4.303440	 5.1076	2.755e+00	0.096922	test
chr6:31083218-31084191	 -0.026001	 6.2155	1.541e-04	0.990096	test
chr6:31083235-31085254	  1.119957	 4.0333	2.657e-01	0.606199	test
chr6:31083299-31088246	 -7.887375	 3.6758	3.509e+00	0.061022	test
chr6:31083326-31084402	  3.067395	 9.0614	1.866e+00	0.171950	test
chr6:31083442-31084452	 -0.002183	 5.9461	1.082e-06	0.999170	test
chr6:31083652-31084559	  1.955873	 4.5496	7.965e-01	0.372144	test
chr6:31083738-31085476	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31083824-31084738	 -6.718160	 2.7516	2.348e+00	0.125462	test
chr6:31083830-31088833	 -1.045845	 4.8838	2.322e-01	0.629914	test
chr6:31083924-31084952	  0.686862	 5.4126	1.056e-01	0.745217	test
chr6:31083989-31085839	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31084071-31085033	 -1.311594	 9.3825	3.857e-01	0.534584	test
chr6:31084173-31085189	  2.298768	 3.9206	1.053e+00	0.304741	test
chr6:31084360-31085312	  0.642737	 6.4104	9.390e-02	0.759271	test
chr6:31084413-31086071	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31084462-31085413	  0.159131	 6.6194	5.801e-03	0.939286	test
chr6:31084482-31089373	  3.571152	 8.4420	2.415e+00	0.120143	test
chr6:31084572-31085595	  1.561019	 5.1315	5.258e-01	0.468370	test
chr6:31084737-31085847	  2.080100	 3.9628	8.761e-01	0.349280	test
chr6:31084745-31086456	 -9.468270	 5.0822	5.357e+00	0.020637	test
chr6:31084854-31086012	 -6.368324	 2.5006	2.046e+00	0.152588	test
chr6:31085034-31086215	  0.390868	 6.3830	3.486e-02	0.851889	test
chr6:31085048-31087077	 -2.005405	 5.3209	8.096e-01	0.368249	test
chr6:31085099-31090208	 -7.437106	 3.3057	3.036e+00	0.081420	test
chr6:31085202-31086404	  1.528779	 4.6522	4.993e-01	0.479788	test
chr6:31085253-31087212	 -0.970685	 5.9007	2.080e-01	0.648341	test
chr6:31085291-31086414	  3.695141	 3.9084	2.425e+00	0.119393	test
chr6:31085394-31086995	  1.630328	 5.8703	5.780e-01	0.447093	test
chr6:31085464-31088258	 -1.709948	 3.0684	4.753e-01	0.490541	test
chr6:31085557-31087102	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31085846-31087194	 -0.015795	 4.4986	5.425e-05	0.994123	test
chr6:31085848-31088486	  1.664803	 5.1052	5.945e-01	0.440675	test
chr6:31086000-31088220	 -4.258260	 1.3033	7.374e-01	0.390505	test
chr6:31086043-31090807	 -9.125929	 4.7662	4.938e+00	0.026275	test
chr6:31086082-31088695	 -0.747307	 5.6471	1.237e-01	0.725018	test
chr6:31086105-31088448	  2.877474	 4.1392	1.594e+00	0.206736	test
chr6:31086224-31088479	 -4.817872	 1.5627	1.000e+00	0.317311	test
chr6:31086405-31088674	 -0.669547	 6.5740	1.014e-01	0.750193	test
chr6:31086417-31088916	  0.496284	 7.0758	5.645e-02	0.812193	test
chr6:31086989-31088822	  0.310510	 7.7548	2.224e-02	0.881457	test
chr6:31087002-31089369	 -0.967460	 5.3875	2.037e-01	0.651756	test
chr6:31087094-31088846	 -2.141492	 5.6772	9.261e-01	0.335869	test
chr6:31087166-31091426	 -5.385682	 1.8704	1.327e+00	0.249262	test
chr6:31087208-31089013	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31087221-31089544	 -4.565031	 1.4400	8.742e-01	0.349789	test
chr6:31088188-31089216	 -0.830029	 8.2617	1.571e-01	0.691875	test
chr6:31088238-31089823	 -2.097787	 5.3926	8.814e-01	0.347829	test
chr6:31088245-31093317	 -5.385682	 1.8704	1.327e+00	0.249262	test
chr6:31088348-31089330	 -0.724483	 5.7447	1.167e-01	0.732659	test
chr6:31088465-31089536	  2.709538	 5.2729	1.471e+00	0.225207	test
chr6:31088467-31090207	 -7.772406	 3.5798	3.386e+00	0.065759	test
chr6:31088612-31089745	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31088679-31090673	 -2.345119	 4.3649	9.968e-01	0.318085	test
chr6:31088723-31089896	  4.759089	 3.6830	3.576e+00	0.058625	test
chr6:31088845-31090067	  1.091332	 4.2237	2.548e-01	0.613744	test
chr6:31088847-31093846	  3.346956	 6.9577	2.156e+00	0.141979	test
chr6:31088914-31091075	  0.787757	 5.6719	1.392e-01	0.709032	test
chr6:31088996-31090177	 -2.815260	 6.6346	1.549e+00	0.213274	test
chr6:31089128-31090588	 -7.098288	 3.0386	2.701e+00	0.100293	test
chr6:31089293-31090787	 -5.220064	 1.7761	1.225e+00	0.268312	test
chr6:31089335-31091421	 -0.264924	 6.3406	1.598e-02	0.899413	test
chr6:31089372-31094682	 -7.234834	 3.1450	2.834e+00	0.092299	test
chr6:31089530-31091061	 -6.588220	 2.6569	2.233e+00	0.135086	test
chr6:31089539-31091795	  0.383310	 5.9632	3.335e-02	0.855103	test
chr6:31089740-31091177	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31089809-31092883	  0.993049	 6.0564	2.211e-01	0.638172	test
chr6:31089871-31091338	  0.318243	 4.3412	2.196e-02	0.882203	test
chr6:31089891-31094935	  0.319502	 6.9133	2.343e-02	0.878356	test
chr6:31090054-31091441	 -0.987378	 6.5866	2.178e-01	0.640715	test
chr6:31090068-31093180	  1.206180	 5.9878	3.234e-01	0.569582	test
chr6:31090172-31091665	  1.509931	 6.0413	4.999e-01	0.479527	test
chr6:31090599-31091794	 -1.056478	 7.8679	2.517e-01	0.615865	test
chr6:31090612-31093187	 -0.611028	 7.0334	8.501e-02	0.770617	test
chr6:31090764-31091951	 -0.486398	 5.2386	5.230e-02	0.819101	test
chr6:31090802-31095797	 -0.640982	 6.2264	9.251e-02	0.761013	test
chr6:31091027-31092306	 -2.059549	 5.6129	8.607e-01	0.353533	test
chr6:31091078-31093461	 -9.029084	 4.6778	4.821e+00	0.028119	test
chr6:31091176-31092471	 -0.033569	 3.4011	2.260e-04	0.988006	test
chr6:31091337-31092882	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31091356-31093783	 -8.951930	 4.6077	4.728e+00	0.029675	test
chr6:31091425-31097186	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31091452-31093102	 -8.068856	 3.8294	3.708e+00	0.054153	test
chr6:31091661-31093219	  0.479987	 8.5136	5.314e-02	0.817686	test
chr6:31091707-31094152	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31091789-31093303	 -2.884980	 6.0379	1.585e+00	0.208090	test
chr6:31091936-31093415	  1.747034	 3.4066	6.099e-01	0.434827	test
chr6:31091966-31094695	  0.546337	 5.9546	6.760e-02	0.794868	test
chr6:31092114-31093639	 -0.700216	 7.8750	1.120e-01	0.737842	test
chr6:31092391-31093716	 -6.718160	 2.7516	2.348e+00	0.125462	test
chr6:31092831-31093816	  0.729846	 7.9630	1.220e-01	0.726900	test
chr6:31092894-31094934	  1.612057	 3.8896	5.374e-01	0.463514	test
chr6:31093107-31094070	 -1.017796	 6.3083	2.301e-01	0.631466	test
chr6:31093186-31095203	  0.025548	 7.7157	1.507e-04	0.990205	test
chr6:31093216-31094087	  1.797460	 8.3061	7.051e-01	0.401075	test
chr6:31093302-31094175	  0.903383	 6.0375	1.835e-01	0.668387	test
chr6:31093304-31099042	-10.064820	 5.6437	6.105e+00	0.013477	test
chr6:31093411-31094312	  3.344153	 8.0755	2.161e+00	0.141564	test
chr6:31093460-31095731	  2.019352	 7.3056	8.746e-01	0.349680	test
chr6:31093551-31094506	 -1.108668	 4.6793	2.570e-01	0.612157	test
chr6:31093717-31095957	  0.887959	 6.7188	1.786e-01	0.672620	test
chr6:31093725-31094688	 -5.905540	 2.1893	1.684e+00	0.194443	test
chr6:31093815-31094678	  1.119957	 4.0333	2.657e-01	0.606199	test
chr6:31093840-31100767	 -0.635782	 7.5103	9.233e-02	0.761236	test
chr6:31093941-31094842	  0.865583	 4.6072	1.635e-01	0.685924	test
chr6:31094071-31094912	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31094160-31096260	 -0.192995	 5.7306	8.402e-03	0.926968	test
chr6:31094174-31095017	  2.030240	 5.0229	8.639e-01	0.352651	test
chr6:31094301-31095175	  0.891520	 6.1397	1.790e-01	0.672244	test
chr6:31094341-31101336	 -2.076592	 6.1891	8.907e-01	0.345290	test
chr6:31094463-31095273	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31094560-31095671	 -0.734734	 6.9309	1.223e-01	0.726527	test
chr6:31094681-31096816	  0.496964	 4.7506	5.445e-02	0.815499	test
chr6:31094691-31095777	  0.196155	 7.6130	8.877e-03	0.924937	test
chr6:31094792-31095950	 -3.914142	 4.7647	2.328e+00	0.127101	test
chr6:31094893-31104303	 -1.527243	 2.9514	3.796e-01	0.537843	test
chr6:31094895-31096124	 -0.554476	 7.6600	7.044e-02	0.790692	test
chr6:31094918-31096873	  2.008660	 3.5882	8.052e-01	0.369549	test
chr6:31095010-31096220	 -8.375006	 4.0937	4.052e+00	0.044113	test
chr6:31095128-31096378	 -0.443262	 7.0932	4.495e-02	0.832097	test
chr6:31095174-31097185	 -8.643872	 4.3309	4.363e+00	0.036725	test
chr6:31095251-31096656	  0.390733	 6.6729	3.494e-02	0.851727	test
chr6:31095652-31096802	  0.548197	 8.2049	6.917e-02	0.792552	test
chr6:31095689-31097993	  0.288998	 6.7549	1.915e-02	0.889949	test
chr6:31095771-31097084	  2.144441	 8.2614	9.805e-01	0.322076	test
chr6:31095800-31104305	 -6.718160	 2.7516	2.348e+00	0.125462	test
chr6:31095930-31097169	 -3.410448	 5.7899	2.063e+00	0.150890	test
chr6:31095939-31098902	 -2.028434	 7.6512	8.746e-01	0.349692	test
chr6:31096107-31097386	 -6.837357	 2.8401	2.456e+00	0.117097	test
chr6:31096162-31100745	 -0.948169	 4.2800	1.852e-01	0.666934	test
chr6:31096219-31097497	  1.689560	 6.4507	6.221e-01	0.430258	test
chr6:31096358-31097933	  0.078413	 7.5836	1.419e-03	0.969953	test
chr6:31096441-31101117	 -5.220064	 1.7761	1.225e+00	0.268312	test
chr6:31096573-31097926	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31096815-31098823	  1.789575	 5.2323	6.838e-01	0.408266	test
chr6:31096853-31101205	  3.330151	 8.3351	2.147e+00	0.142888	test
chr6:31096891-31105603	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31097001-31099041	  1.407651	 7.8634	4.416e-01	0.506336	test
chr6:31097086-31101419	 -0.336690	 5.5182	2.537e-02	0.873445	test
chr6:31097170-31099613	  0.719780	 7.0672	1.182e-01	0.731023	test
chr6:31097394-31100488	 -0.511143	 7.2057	5.974e-02	0.806915	test
chr6:31097418-31101647	  0.043151	 7.3875	4.292e-04	0.983471	test
chr6:31097499-31100695	  0.962781	 6.1615	2.083e-01	0.648082	test
chr6:31097609-31100723	 -0.588336	 5.8626	7.753e-02	0.780668	test
chr6:31097934-31100997	 -1.909157	 6.3390	7.659e-01	0.381481	test
chr6:31098834-31101039	  1.955923	 7.5400	8.247e-01	0.363798	test
chr6:31098892-31102492	  2.137360	 5.9438	9.633e-01	0.326355	test
chr6:31098903-31106292	  1.677855	 5.4004	6.067e-01	0.436047	test
chr6:31099035-31101187	 -0.812190	 6.3322	1.479e-01	0.700574	test
chr6:31099496-31101274	 -0.254265	 6.6512	1.478e-02	0.903246	test
chr6:31099614-31101369	  0.187228	 9.3284	8.128e-03	0.928164	test
chr6:31100489-31101586	 -8.506730	 4.2094	4.204e+00	0.040338	test
chr6:31100690-31102416	 -0.779680	 5.9792	1.356e-01	0.712737	test
chr6:31100756-31104302	  2.101799	 4.8322	9.179e-01	0.338029	test
chr6:31100762-31106951	 -0.912255	 7.0436	1.876e-01	0.664948	test
chr6:31100930-31104253	  2.067079	 5.0961	8.947e-01	0.344220	test
chr6:31100998-31104555	 -0.559418	 6.5657	7.099e-02	0.789899	test
chr6:31101037-31104369	 -0.319840	 6.1131	2.319e-02	0.878977	test
chr6:31101148-31104548	 -0.181503	 3.8412	6.842e-03	0.934079	test
chr6:31101214-31105585	  2.288793	 7.6822	1.104e+00	0.293443	test
chr6:31101242-31105500	 -0.023720	 6.5773	1.288e-04	0.990945	test
chr6:31101267-31107653	  1.464526	 2.8321	4.103e-01	0.521825	test
chr6:31101367-31105552	  1.797734	 6.2892	6.989e-01	0.403145	test
chr6:31101425-31105775	 -0.585379	 4.9895	7.482e-02	0.784450	test
chr6:31101599-31105742	  0.032570	 8.3867	2.456e-04	0.987496	test
chr6:31101646-31106072	  1.037279	 6.1364	2.411e-01	0.623392	test
chr6:31102421-31105885	 -2.871486	 4.7847	1.456e+00	0.227562	test
chr6:31102491-31106290	 -6.654652	 2.7051	2.291e+00	0.130099	test
chr6:31102497-31108654	  0.264121	 7.5608	1.608e-02	0.899087	test
chr6:31104240-31106508	 -1.404067	 3.6893	3.687e-01	0.543693	test
chr6:31104252-31106009	 -0.441513	 8.9087	4.499e-02	0.832014	test
chr6:31104304-31109929	 -5.220064	 1.7761	1.225e+00	0.268312	test
chr6:31104342-31106285	 -0.380424	 6.9804	3.312e-02	0.855596	test
chr6:31104530-31106363	  1.917351	 6.5238	7.905e-01	0.373942	test
chr6:31104539-31106871	 -5.220064	 1.7761	1.225e+00	0.268312	test
chr6:31105377-31106486	 -0.620564	 9.3877	8.863e-02	0.765926	test
chr6:31105530-31106641	 -5.905540	 2.1893	1.684e+00	0.194443	test
chr6:31105559-31107110	 -8.784019	 4.4561	4.528e+00	0.033343	test
chr6:31105585-31110795	 -7.679736	 3.5031	3.288e+00	0.069805	test
chr6:31105715-31106811	 -0.503124	 4.9416	5.534e-02	0.814021	test
chr6:31105788-31107625	  0.920176	 5.6242	1.892e-01	0.663610	test
chr6:31105875-31106946	  1.251230	 6.5020	3.491e-01	0.554632	test
chr6:31106008-31107107	 -1.302225	 5.7585	3.662e-01	0.545059	test
chr6:31106071-31107917	 -8.524603	 4.2251	4.224e+00	0.039850	test
chr6:31106236-31107188	  0.202662	 3.6542	8.504e-03	0.926524	test
chr6:31106286-31108582	 -0.124458	 4.3461	3.334e-03	0.953957	test
chr6:31106291-31111076	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31106362-31107422	  0.714410	 8.4304	1.171e-01	0.732226	test
chr6:31106487-31107535	 -0.611536	 3.2072	7.059e-02	0.790478	test
chr6:31106507-31108822	 -0.326238	 4.2098	2.257e-02	0.880587	test
chr6:31106600-31107632	 -0.683973	 6.8015	1.060e-01	0.744708	test
chr6:31106795-31107730	  1.464251	 4.4170	4.560e-01	0.499479	test
chr6:31106870-31109927	 -1.026702	 3.9563	2.102e-01	0.646622	test
chr6:31106875-31112672	  0.008512	 4.8288	1.598e-05	0.996810	test
chr6:31106928-31107834	  1.603410	 5.6081	5.580e-01	0.455061	test
chr6:31107062-31108020	  2.059592	 4.1288	8.657e-01	0.352151	test
chr6:31107094-31110392	 -2.808056	 6.2257	1.524e+00	0.217064	test
chr6:31107171-31108523	  1.628550	 8.4147	5.848e-01	0.444418	test
chr6:31107314-31108541	  0.892524	 3.0126	1.564e-01	0.692534	test
chr6:31107459-31108645	  2.012989	 7.0034	8.683e-01	0.351418	test
chr6:31107555-31110697	 -1.532142	 5.9223	5.017e-01	0.478737	test
chr6:31107556-31108773	 -0.524564	 6.0810	6.202e-02	0.803329	test
chr6:31107628-31113269	 -3.305014	 5.6975	1.952e+00	0.162358	test
chr6:31107721-31109698	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31107847-31109894	  1.037094	 6.8468	2.425e-01	0.622376	test
chr6:31107910-31110911	 -1.666569	 7.7104	6.055e-01	0.436469	test
chr6:31107977-31110116	 -1.098686	 8.4388	2.725e-01	0.601643	test
chr6:31108113-31110269	 -1.461783	 9.7683	4.757e-01	0.490379	test
chr6:31108540-31110381	  0.085800	 5.7545	1.666e-03	0.967440	test
chr6:31108581-31111343	  0.167521	 6.1212	6.391e-03	0.936283	test
chr6:31108583-31114185	  0.674129	 7.8064	1.042e-01	0.746896	test
chr6:31108644-31110538	 -7.437106	 3.3057	3.036e+00	0.081420	test
chr6:31108748-31110639	 -8.870416	 4.5339	4.631e+00	0.031406	test
chr6:31108787-31112657	 -3.331746	 0.9711	4.187e-01	0.517592	test
chr6:31109118-31110738	  0.241095	 5.1147	1.297e-02	0.909335	test
chr6:31109860-31110902	 -3.346751	 8.0866	2.134e+00	0.144078	test
chr6:31109919-31112930	 -0.168854	 6.6521	6.524e-03	0.935622	test
chr6:31109928-31115952	 -0.612293	 8.5491	8.612e-02	0.769168	test
chr6:31110069-31111043	 -1.055526	 8.5588	2.521e-01	0.615587	test
chr6:31110210-31111179	-10.543740	 6.1024	6.718e+00	0.009543	test
chr6:31110357-31111286	 -1.741295	 6.4452	6.467e-01	0.421313	test
chr6:31110386-31113220	-11.271526	 6.8091	7.664e+00	0.005633	test
chr6:31110524-31111418	 -1.000063	 5.5544	2.184e-01	0.640233	test
chr6:31110526-31118670	  3.961921	 8.8992	2.868e+00	0.090330	test
chr6:31110630-31111565	 -7.190739	 3.1104	2.791e+00	0.094822	test
chr6:31110642-31113274	 -1.151134	 7.4628	2.967e-01	0.585952	test
chr6:31110752-31112389	 -1.008962	 5.6927	2.231e-01	0.636671	test
chr6:31110883-31112564	 -0.080875	 7.6184	1.509e-03	0.969012	test
chr6:31110905-31113479	 -1.444218	 7.9567	4.617e-01	0.496845	test
chr6:31110998-31112656	 -7.580703	 3.4220	3.184e+00	0.074364	test
chr6:31111033-31120759	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31111152-31112854	  1.729051	 7.6332	6.540e-01	0.418674	test
chr6:31111271-31112895	  1.132695	 6.2370	2.868e-01	0.592275	test
chr6:31111293-31114184	 -7.742173	 3.5547	3.354e+00	0.067056	test
chr6:31111397-31113069	  0.888901	 5.8818	1.774e-01	0.673639	test
chr6:31111562-31113192	  2.307968	 6.6443	1.116e+00	0.290833	test
chr6:31112096-31113426	 -7.098288	 3.0386	2.701e+00	0.100293	test
chr6:31112530-31113490	 -0.484378	 6.5217	5.330e-02	0.817420	test
chr6:31112595-31114653	  3.607940	 8.8437	2.459e+00	0.116888	test
chr6:31112650-31113671	  3.040108	 3.9726	1.745e+00	0.186474	test
chr6:31112667-31121979	 -0.617801	 5.7835	8.526e-02	0.770290	test
chr6:31112768-31114159	  0.079832	 7.9159	1.473e-03	0.969385	test
chr6:31112856-31115924	  0.206378	 8.1690	9.848e-03	0.920950	test
chr6:31112889-31114165	 -1.359923	 6.0534	4.011e-01	0.526535	test
chr6:31113041-31114529	 -2.306844	 7.5726	1.106e+00	0.292921	test
chr6:31113070-31116369	 -7.049741	 3.0011	2.654e+00	0.103266	test
chr6:31113178-31114652	 -1.807015	 6.3826	6.922e-01	0.405433	test
chr6:31113264-31122620	  0.097269	 6.7694	2.171e-03	0.962838	test
chr6:31113273-31118160	 -0.710796	 8.9931	1.159e-01	0.733530	test
chr6:31113364-31115228	  0.378761	 7.2820	3.298e-02	0.855890	test
chr6:31113476-31115257	  1.164219	 5.0698	2.972e-01	0.585663	test
chr6:31113478-31118464	  1.558148	 4.9564	5.220e-01	0.469986	test
chr6:31113627-31115793	 -9.149157	 4.7875	4.966e+00	0.025851	test
chr6:31113733-31115889	  1.888211	 3.8224	7.251e-01	0.394474	test
chr6:31114164-31116180	 -8.769103	 4.4428	4.510e+00	0.033689	test
chr6:31114183-31118697	 -2.074483	 7.2415	9.073e-01	0.340823	test
chr6:31114188-31124575	 -1.192387	 8.1978	3.193e-01	0.572046	test
chr6:31114496-31116368	 -0.634469	 6.7197	9.129e-02	0.762541	test
chr6:31114573-31119006	 -1.279921	10.0064	3.683e-01	0.543948	test
chr6:31114622-31116554	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31114897-31116607	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31115235-31117053	  0.855202	 7.0933	1.662e-01	0.683501	test
chr6:31115336-31117085	 -9.706120	 5.3046	5.653e+00	0.017425	test
chr6:31115886-31117182	 -4.258260	 1.3033	7.374e-01	0.390505	test
chr6:31115890-31120719	  1.085382	 3.3073	2.380e-01	0.625644	test
chr6:31115963-31124612	  0.405391	 7.0293	3.771e-02	0.846031	test
chr6:31116179-31117597	-10.209954	 5.7821	6.290e+00	0.012142	test
chr6:31116187-31120765	 -7.190739	 3.1104	2.791e+00	0.094822	test
chr6:31116309-31117890	  1.698366	 3.8676	5.935e-01	0.441063	test
chr6:31116396-31117928	  0.478092	 6.9690	5.237e-02	0.818994	test
chr6:31116561-31118133	 -6.445407	 2.5548	2.111e+00	0.146278	test
chr6:31116974-31118459	  1.179285	 6.1799	3.101e-01	0.577605	test
chr6:31117080-31118542	 -0.006402	 9.2754	9.507e-06	0.997540	test
chr6:31117095-31121827	 -2.580089	 5.7811	1.294e+00	0.255254	test
chr6:31117181-31118669	  1.390672	 3.7432	4.002e-01	0.526974	test
chr6:31117484-31118818	 -9.149157	 4.7875	4.966e+00	0.025851	test
chr6:31117623-31119002	  0.973499	 6.4098	2.135e-01	0.644075	test
chr6:31117905-31119071	  2.262937	 6.8006	1.077e+00	0.299335	test
chr6:31118126-31119440	 -8.576930	 4.2714	4.285e+00	0.038450	test
chr6:31118385-31119527	  0.422974	 6.0063	4.061e-02	0.840284	test
chr6:31118460-31122233	 -8.643872	 4.3309	4.363e+00	0.036725	test
chr6:31118519-31119594	 -8.432938	 4.1445	4.119e+00	0.042415	test
chr6:31118561-31125068	 -1.662202	 6.5872	5.941e-01	0.440831	test
chr6:31118668-31120557	 -7.474367	 3.3357	3.074e+00	0.079537	test
chr6:31118704-31122582	 -0.145340	 4.5644	4.594e-03	0.945959	test
chr6:31118801-31120694	  0.397701	 3.2048	3.150e-02	0.859124	test
chr6:31118910-31122788	 -0.400347	 6.9515	3.665e-02	0.848173	test
chr6:31118943-31121706	  1.016093	 6.5066	2.324e-01	0.629754	test
chr6:31119064-31121809	  0.290793	 6.1221	1.925e-02	0.889654	test
chr6:31119072-31125733	 -0.410173	 6.2982	3.817e-02	0.845106	test
chr6:31119233-31121929	 -1.382848	 4.8645	3.962e-01	0.529060	test
chr6:31119451-31122047	 -0.901007	 5.7438	1.791e-01	0.672138	test
chr6:31119549-31123919	  0.030136	 4.8181	2.003e-04	0.988707	test
chr6:31119585-31122181	  2.531086	 2.9578	1.184e+00	0.276451	test
chr6:31120566-31122332	 -3.173345	 5.9781	1.853e+00	0.173380	test
chr6:31120688-31122507	  0.581817	 5.8172	7.646e-02	0.782154	test
chr6:31120724-31124484	  0.432049	 4.9095	4.138e-02	0.838805	test
chr6:31121680-31122594	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31121806-31122763	  0.046636	 5.6082	4.907e-04	0.982327	test
chr6:31121810-31124718	  0.955271	 5.6120	2.036e-01	0.651818	test
chr6:31121831-31126265	  0.191763	 6.2766	8.391e-03	0.927012	test
chr6:31121924-31122837	 -8.470305	 4.1773	4.162e+00	0.041351	test
chr6:31122046-31123059	  8.090835	 3.6290	7.186e+00	0.007349	test
