chrm 	start 	end 	name
chr6	31034169	31036953	chr6:31034169-31036953
chr6	31034272	31037565	chr6:31034272-31037565
chr6	31034287	31040125	chr6:31034287-31040125
chr6	31036156	31037849	chr6:31036156-31037849
chr6	31036341	31038306	chr6:31036341-31038306
chr6	31036507	31038456	chr6:31036507-31038456
chr6	31036730	31038575	chr6:31036730-31038575
chr6	31036751	31041551	chr6:31036751-31041551
chr6	31036826	31047325	chr6:31036826-31047325
chr6	31036834	31038638	chr6:31036834-31038638
chr6	31036952	31038755	chr6:31036952-31038755
chr6	31036958	31043452	chr6:31036958-31043452
chr6	31037510	31038836	chr6:31037510-31038836
chr6	31037677	31038995	chr6:31037677-31038995
chr6	31037855	31039936	chr6:31037855-31039936
chr6	31038409	31040025	chr6:31038409-31040025
chr6	31038456	31049656	chr6:31038456-31049656
chr6	31038463	31044750	chr6:31038463-31044750
chr6	31038537	31040113	chr6:31038537-31040113
chr6	31038624	31040242	chr6:31038624-31040242
chr6	31038712	31044917	chr6:31038712-31044917
chr6	31038749	31040422	chr6:31038749-31040422
chr6	31038835	31040609	chr6:31038835-31040609
chr6	31038930	31045603	chr6:31038930-31045603
chr6	31039008	31041527	chr6:31039008-31041527
chr6	31039167	31042365	chr6:31039167-31042365
chr6	31040002	31042442	chr6:31040002-31042442
chr6	31040112	31043236	chr6:31040112-31043236
chr6	31040135	31045644	chr6:31040135-31045644
chr6	31040213	31043355	chr6:31040213-31043355
chr6	31040269	31051576	chr6:31040269-31051576
chr6	31040330	31043427	chr6:31040330-31043427
chr6	31040429	31046146	chr6:31040429-31046146
chr6	31040532	31044687	chr6:31040532-31044687
chr6	31041498	31044910	chr6:31041498-31044910
chr6	31042214	31045378	chr6:31042214-31045378
chr6	31042384	31045588	chr6:31042384-31045588
chr6	31043192	31045701	chr6:31043192-31045701
chr6	31043257	31046408	chr6:31043257-31046408
chr6	31043293	31046080	chr6:31043293-31046080
chr6	31043408	31046106	chr6:31043408-31046106
chr6	31043457	31052944	chr6:31043457-31052944
chr6	31043464	31046641	chr6:31043464-31046641
chr6	31044678	31046213	chr6:31044678-31046213
chr6	31044744	31047120	chr6:31044744-31047120
chr6	31044895	31046363	chr6:31044895-31046363
chr6	31045274	31046481	chr6:31045274-31046481
chr6	31045379	31047350	chr6:31045379-31047350
chr6	31045598	31046628	chr6:31045598-31046628
chr6	31045617	31047524	chr6:31045617-31047524
chr6	31045654	31053323	chr6:31045654-31053323
chr6	31045705	31047084	chr6:31045705-31047084
chr6	31045935	31047238	chr6:31045935-31047238
chr6	31046075	31047360	chr6:31046075-31047360
chr6	31046145	31049651	chr6:31046145-31049651
chr6	31046187	31047485	chr6:31046187-31047485
chr6	31046214	31054868	chr6:31046214-31054868
chr6	31046350	31047640	chr6:31046350-31047640
chr6	31046388	31051508	chr6:31046388-31051508
chr6	31046490	31047827	chr6:31046490-31047827
chr6	31046627	31047971	chr6:31046627-31047971
chr6	31046634	31051929	chr6:31046634-31051929
chr6	31047094	31049169	chr6:31047094-31049169
chr6	31047119	31052002	chr6:31047119-31052002
chr6	31047175	31054889	chr6:31047175-31054889
chr6	31047237	31049353	chr6:31047237-31049353
chr6	31047333	31052943	chr6:31047333-31052943
chr6	31047338	31049632	chr6:31047338-31049632
chr6	31047459	31050414	chr6:31047459-31050414
chr6	31047538	31053307	chr6:31047538-31053307
chr6	31047602	31051411	chr6:31047602-31051411
chr6	31047772	31051507	chr6:31047772-31051507
chr6	31047886	31051623	chr6:31047886-31051623
chr6	31048168	31051785	chr6:31048168-31051785
chr6	31049177	31051925	chr6:31049177-31051925
chr6	31049600	31051965	chr6:31049600-31051965
chr6	31049642	31053959	chr6:31049642-31053959
chr6	31049666	31055507	chr6:31049666-31055507
chr6	31050293	31052088	chr6:31050293-31052088
chr6	31051404	31052811	chr6:31051404-31052811
chr6	31051467	31054800	chr6:31051467-31054800
chr6	31051506	31052898	chr6:31051506-31052898
chr6	31051554	31061455	chr6:31051554-31061455
chr6	31051616	31053280	chr6:31051616-31053280
chr6	31051738	31053395	chr6:31051738-31053395
chr6	31051786	31054972	chr6:31051786-31054972
chr6	31051842	31053524	chr6:31051842-31053524
chr6	31051964	31053688	chr6:31051964-31053688
chr6	31052001	31055450	chr6:31052001-31055450
chr6	31052090	31053903	chr6:31052090-31053903
chr6	31052153	31061467	chr6:31052153-31061467
chr6	31052721	31054526	chr6:31052721-31054526
chr6	31052897	31054663	chr6:31052897-31054663
chr6	31052925	31059963	chr6:31052925-31059963
chr6	31052947	31062379	chr6:31052947-31062379
chr6	31053279	31054795	chr6:31053279-31054795
chr6	31053283	31060124	chr6:31053283-31060124
chr6	31053397	31054980	chr6:31053397-31054980
chr6	31053451	31074178	chr6:31053451-31074178
chr6	31053517	31055137	chr6:31053517-31055137
chr6	31053664	31055401	chr6:31053664-31055401
chr6	31053886	31055500	chr6:31053886-31055500
chr6	31053944	31061454	chr6:31053944-31061454
chr6	31054357	31057155	chr6:31054357-31057155
chr6	31054669	31057590	chr6:31054669-31057590
chr6	31054699	31062338	chr6:31054699-31062338
chr6	31054807	31058283	chr6:31054807-31058283
chr6	31054871	31075186	chr6:31054871-31075186
chr6	31054968	31063113	chr6:31054968-31063113
chr6	31054979	31058813	chr6:31054979-31058813
chr6	31055068	31059029	chr6:31055068-31059029
chr6	31055395	31059044	chr6:31055395-31059044
chr6	31055417	31063164	chr6:31055417-31063164
chr6	31055451	31078012	chr6:31055451-31078012
chr6	31055499	31059307	chr6:31055499-31059307
chr6	31055632	31059452	chr6:31055632-31059452
chr6	31057589	31059914	chr6:31057589-31059914
chr6	31058250	31060031	chr6:31058250-31060031
chr6	31058466	31060123	chr6:31058466-31060123
chr6	31058899	31060994	chr6:31058899-31060994
chr6	31059030	31061140	chr6:31059030-31061140
chr6	31059045	31063734	chr6:31059045-31063734
chr6	31059305	31061293	chr6:31059305-31061293
chr6	31059466	31061464	chr6:31059466-31061464
chr6	31059889	31062134	chr6:31059889-31062134
chr6	31060009	31062205	chr6:31060009-31062205
chr6	31060099	31068738	chr6:31060099-31068738
chr6	31060125	31078850	chr6:31060125-31078850
chr6	31060133	31062334	chr6:31060133-31062334
chr6	31060253	31062441	chr6:31060253-31062441
chr6	31060993	31062526	chr6:31060993-31062526
chr6	31061290	31062789	chr6:31061290-31062789
chr6	31061363	31074125	chr6:31061363-31074125
chr6	31061456	31079581	chr6:31061456-31079581
chr6	31061463	31063070	chr6:31061463-31063070
chr6	31061987	31063072	chr6:31061987-31063072
chr6	31062139	31063633	chr6:31062139-31063633
chr6	31062314	31063743	chr6:31062314-31063743
chr6	31062344	31080380	chr6:31062344-31080380
chr6	31062349	31074139	chr6:31062349-31074139
chr6	31062417	31064876	chr6:31062417-31064876
chr6	31062525	31064955	chr6:31062525-31064955
chr6	31062619	31075136	chr6:31062619-31075136
chr6	31062656	31065039	chr6:31062656-31065039
chr6	31062911	31065590	chr6:31062911-31065590
chr6	31063067	31066941	chr6:31063067-31066941
chr6	31063163	31077867	chr6:31063163-31077867
chr6	31063236	31068022	chr6:31063236-31068022
chr6	31063679	31068748	chr6:31063679-31068748
chr6	31063732	31078006	chr6:31063732-31078006
chr6	31064266	31070063	chr6:31064266-31070063
chr6	31064890	31070666	chr6:31064890-31070666
chr6	31065033	31072041	chr6:31065033-31072041
chr6	31065513	31074072	chr6:31065513-31074072
chr6	31066820	31074108	chr6:31066820-31074108
chr6	31068021	31075105	chr6:31068021-31075105
chr6	31068023	31078231	chr6:31068023-31078231
chr6	31068747	31075109	chr6:31068747-31075109
chr6	31070062	31075389	chr6:31070062-31075389
chr6	31070133	31078578	chr6:31070133-31078578
chr6	31070662	31075411	chr6:31070662-31075411
chr6	31071083	31076689	chr6:31071083-31076689
chr6	31073927	31077222	chr6:31073927-31077222
chr6	31074085	31077465	chr6:31074085-31077465
chr6	31074115	31078827	chr6:31074115-31078827
chr6	31074142	31080652	chr6:31074142-31080652
chr6	31074889	31077479	chr6:31074889-31077479
chr6	31075106	31077670	chr6:31075106-31077670
chr6	31075126	31079179	chr6:31075126-31079179
chr6	31075168	31082054	chr6:31075168-31082054
chr6	31075209	31077780	chr6:31075209-31077780
chr6	31075406	31077914	chr6:31075406-31077914
chr6	31075517	31078075	chr6:31075517-31078075
chr6	31076759	31078164	chr6:31076759-31078164
chr6	31077224	31078269	chr6:31077224-31078269
chr6	31077466	31078407	chr6:31077466-31078407
chr6	31077649	31078545	chr6:31077649-31078545
chr6	31077735	31079580	chr6:31077735-31079580
chr6	31077792	31078761	chr6:31077792-31078761
chr6	31077913	31078879	chr6:31077913-31078879
chr6	31077925	31083300	chr6:31077925-31083300
chr6	31078005	31079870	chr6:31078005-31079870
chr6	31078041	31079082	chr6:31078041-31079082
chr6	31078146	31079168	chr6:31078146-31079168
chr6	31078230	31079999	chr6:31078230-31079999
chr6	31078268	31079425	chr6:31078268-31079425
chr6	31078404	31079579	chr6:31078404-31079579
chr6	31078543	31079737	chr6:31078543-31079737
chr6	31078589	31080376	chr6:31078589-31080376
chr6	31078758	31079798	chr6:31078758-31079798
chr6	31078828	31083841	chr6:31078828-31083841
chr6	31078830	31080646	chr6:31078830-31080646
chr6	31078878	31079944	chr6:31078878-31079944
chr6	31079077	31080054	chr6:31079077-31080054
chr6	31079151	31081927	chr6:31079151-31081927
chr6	31079182	31080248	chr6:31079182-31080248
chr6	31079391	31080387	chr6:31079391-31080387
chr6	31079465	31082183	chr6:31079465-31082183
chr6	31079544	31080633	chr6:31079544-31080633
chr6	31079594	31084512	chr6:31079594-31084512
chr6	31079660	31080830	chr6:31079660-31080830
chr6	31079797	31081189	chr6:31079797-31081189
chr6	31079800	31083076	chr6:31079800-31083076
chr6	31079919	31081326	chr6:31079919-31081326
chr6	31080006	31083259	chr6:31080006-31083259
chr6	31080053	31081618	chr6:31080053-31081618
chr6	31080115	31085222	chr6:31080115-31085222
chr6	31080165	31081827	chr6:31080165-31081827
chr6	31080350	31081895	chr6:31080350-31081895
chr6	31080389	31083739	chr6:31080389-31083739
chr6	31080619	31082039	chr6:31080619-31082039
chr6	31080624	31083991	chr6:31080624-31083991
chr6	31080647	31086461	chr6:31080647-31086461
chr6	31080739	31082179	chr6:31080739-31082179
chr6	31080853	31082302	chr6:31080853-31082302
chr6	31081196	31082542	chr6:31081196-31082542
chr6	31081327	31082753	chr6:31081327-31082753
chr6	31081655	31082786	chr6:31081655-31082786
chr6	31081875	31083059	chr6:31081875-31083059
chr6	31081908	31084429	chr6:31081908-31084429
chr6	31082050	31083232	chr6:31082050-31083232
chr6	31082053	31087167	chr6:31082053-31087167
chr6	31082151	31083360	chr6:31082151-31083360
chr6	31082180	31084749	chr6:31082180-31084749
chr6	31082283	31083520	chr6:31082283-31083520
chr6	31082539	31083723	chr6:31082539-31083723
chr6	31082628	31083825	chr6:31082628-31083825
chr6	31082755	31083963	chr6:31082755-31083963
chr6	31082775	31085065	chr6:31082775-31085065
chr6	31082980	31084083	chr6:31082980-31084083
chr6	31083218	31084191	chr6:31083218-31084191
chr6	31083235	31085254	chr6:31083235-31085254
chr6	31083299	31088246	chr6:31083299-31088246
chr6	31083326	31084402	chr6:31083326-31084402
chr6	31083442	31084452	chr6:31083442-31084452
chr6	31083652	31084559	chr6:31083652-31084559
chr6	31083738	31085476	chr6:31083738-31085476
chr6	31083824	31084738	chr6:31083824-31084738
chr6	31083830	31088833	chr6:31083830-31088833
chr6	31083924	31084952	chr6:31083924-31084952
chr6	31083989	31085839	chr6:31083989-31085839
chr6	31084071	31085033	chr6:31084071-31085033
chr6	31084173	31085189	chr6:31084173-31085189
chr6	31084360	31085312	chr6:31084360-31085312
chr6	31084413	31086071	chr6:31084413-31086071
chr6	31084462	31085413	chr6:31084462-31085413
chr6	31084482	31089373	chr6:31084482-31089373
chr6	31084572	31085595	chr6:31084572-31085595
chr6	31084737	31085847	chr6:31084737-31085847
chr6	31084745	31086456	chr6:31084745-31086456
chr6	31084854	31086012	chr6:31084854-31086012
chr6	31085034	31086215	chr6:31085034-31086215
chr6	31085048	31087077	chr6:31085048-31087077
chr6	31085099	31090208	chr6:31085099-31090208
chr6	31085202	31086404	chr6:31085202-31086404
chr6	31085253	31087212	chr6:31085253-31087212
chr6	31085291	31086414	chr6:31085291-31086414
chr6	31085394	31086995	chr6:31085394-31086995
chr6	31085464	31088258	chr6:31085464-31088258
chr6	31085557	31087102	chr6:31085557-31087102
chr6	31085846	31087194	chr6:31085846-31087194
chr6	31085848	31088486	chr6:31085848-31088486
chr6	31086000	31088220	chr6:31086000-31088220
chr6	31086043	31090807	chr6:31086043-31090807
chr6	31086082	31088695	chr6:31086082-31088695
chr6	31086105	31088448	chr6:31086105-31088448
chr6	31086224	31088479	chr6:31086224-31088479
chr6	31086405	31088674	chr6:31086405-31088674
chr6	31086417	31088916	chr6:31086417-31088916
chr6	31086989	31088822	chr6:31086989-31088822
chr6	31087002	31089369	chr6:31087002-31089369
chr6	31087094	31088846	chr6:31087094-31088846
chr6	31087166	31091426	chr6:31087166-31091426
chr6	31087208	31089013	chr6:31087208-31089013
chr6	31087221	31089544	chr6:31087221-31089544
chr6	31088188	31089216	chr6:31088188-31089216
chr6	31088238	31089823	chr6:31088238-31089823
chr6	31088245	31093317	chr6:31088245-31093317
chr6	31088348	31089330	chr6:31088348-31089330
chr6	31088465	31089536	chr6:31088465-31089536
chr6	31088467	31090207	chr6:31088467-31090207
chr6	31088612	31089745	chr6:31088612-31089745
chr6	31088679	31090673	chr6:31088679-31090673
chr6	31088723	31089896	chr6:31088723-31089896
chr6	31088845	31090067	chr6:31088845-31090067
chr6	31088847	31093846	chr6:31088847-31093846
chr6	31088914	31091075	chr6:31088914-31091075
chr6	31088996	31090177	chr6:31088996-31090177
chr6	31089128	31090588	chr6:31089128-31090588
chr6	31089293	31090787	chr6:31089293-31090787
chr6	31089335	31091421	chr6:31089335-31091421
chr6	31089372	31094682	chr6:31089372-31094682
chr6	31089530	31091061	chr6:31089530-31091061
chr6	31089539	31091795	chr6:31089539-31091795
chr6	31089740	31091177	chr6:31089740-31091177
chr6	31089809	31092883	chr6:31089809-31092883
chr6	31089871	31091338	chr6:31089871-31091338
chr6	31089891	31094935	chr6:31089891-31094935
chr6	31090054	31091441	chr6:31090054-31091441
chr6	31090068	31093180	chr6:31090068-31093180
chr6	31090172	31091665	chr6:31090172-31091665
chr6	31090599	31091794	chr6:31090599-31091794
chr6	31090612	31093187	chr6:31090612-31093187
chr6	31090764	31091951	chr6:31090764-31091951
chr6	31090802	31095797	chr6:31090802-31095797
chr6	31091027	31092306	chr6:31091027-31092306
chr6	31091078	31093461	chr6:31091078-31093461
chr6	31091176	31092471	chr6:31091176-31092471
chr6	31091337	31092882	chr6:31091337-31092882
chr6	31091356	31093783	chr6:31091356-31093783
chr6	31091425	31097186	chr6:31091425-31097186
chr6	31091452	31093102	chr6:31091452-31093102
chr6	31091661	31093219	chr6:31091661-31093219
chr6	31091707	31094152	chr6:31091707-31094152
chr6	31091789	31093303	chr6:31091789-31093303
chr6	31091936	31093415	chr6:31091936-31093415
chr6	31091966	31094695	chr6:31091966-31094695
chr6	31092114	31093639	chr6:31092114-31093639
chr6	31092391	31093716	chr6:31092391-31093716
chr6	31092831	31093816	chr6:31092831-31093816
chr6	31092894	31094934	chr6:31092894-31094934
chr6	31093107	31094070	chr6:31093107-31094070
chr6	31093186	31095203	chr6:31093186-31095203
chr6	31093216	31094087	chr6:31093216-31094087
chr6	31093302	31094175	chr6:31093302-31094175
chr6	31093304	31099042	chr6:31093304-31099042
chr6	31093411	31094312	chr6:31093411-31094312
chr6	31093460	31095731	chr6:31093460-31095731
chr6	31093551	31094506	chr6:31093551-31094506
chr6	31093717	31095957	chr6:31093717-31095957
chr6	31093725	31094688	chr6:31093725-31094688
chr6	31093815	31094678	chr6:31093815-31094678
chr6	31093840	31100767	chr6:31093840-31100767
chr6	31093941	31094842	chr6:31093941-31094842
chr6	31094071	31094912	chr6:31094071-31094912
chr6	31094160	31096260	chr6:31094160-31096260
chr6	31094174	31095017	chr6:31094174-31095017
chr6	31094301	31095175	chr6:31094301-31095175
chr6	31094341	31101336	chr6:31094341-31101336
chr6	31094463	31095273	chr6:31094463-31095273
chr6	31094560	31095671	chr6:31094560-31095671
chr6	31094681	31096816	chr6:31094681-31096816
chr6	31094691	31095777	chr6:31094691-31095777
chr6	31094792	31095950	chr6:31094792-31095950
chr6	31094893	31104303	chr6:31094893-31104303
chr6	31094895	31096124	chr6:31094895-31096124
chr6	31094918	31096873	chr6:31094918-31096873
chr6	31095010	31096220	chr6:31095010-31096220
chr6	31095128	31096378	chr6:31095128-31096378
chr6	31095174	31097185	chr6:31095174-31097185
chr6	31095251	31096656	chr6:31095251-31096656
chr6	31095652	31096802	chr6:31095652-31096802
chr6	31095689	31097993	chr6:31095689-31097993
chr6	31095771	31097084	chr6:31095771-31097084
chr6	31095800	31104305	chr6:31095800-31104305
chr6	31095930	31097169	chr6:31095930-31097169
chr6	31095939	31098902	chr6:31095939-31098902
chr6	31096107	31097386	chr6:31096107-31097386
chr6	31096162	31100745	chr6:31096162-31100745
chr6	31096219	31097497	chr6:31096219-31097497
chr6	31096358	31097933	chr6:31096358-31097933
chr6	31096441	31101117	chr6:31096441-31101117
chr6	31096573	31097926	chr6:31096573-31097926
chr6	31096815	31098823	chr6:31096815-31098823
chr6	31096853	31101205	chr6:31096853-31101205
chr6	31096891	31105603	chr6:31096891-31105603
chr6	31097001	31099041	chr6:31097001-31099041
chr6	31097086	31101419	chr6:31097086-31101419
chr6	31097170	31099613	chr6:31097170-31099613
chr6	31097394	31100488	chr6:31097394-31100488
chr6	31097418	31101647	chr6:31097418-31101647
chr6	31097499	31100695	chr6:31097499-31100695
chr6	31097609	31100723	chr6:31097609-31100723
chr6	31097934	31100997	chr6:31097934-31100997
chr6	31098834	31101039	chr6:31098834-31101039
chr6	31098892	31102492	chr6:31098892-31102492
chr6	31098903	31106292	chr6:31098903-31106292
chr6	31099035	31101187	chr6:31099035-31101187
chr6	31099496	31101274	chr6:31099496-31101274
chr6	31099614	31101369	chr6:31099614-31101369
chr6	31100489	31101586	chr6:31100489-31101586
chr6	31100690	31102416	chr6:31100690-31102416
chr6	31100756	31104302	chr6:31100756-31104302
chr6	31100762	31106951	chr6:31100762-31106951
chr6	31100930	31104253	chr6:31100930-31104253
chr6	31100998	31104555	chr6:31100998-31104555
chr6	31101037	31104369	chr6:31101037-31104369
chr6	31101148	31104548	chr6:31101148-31104548
chr6	31101214	31105585	chr6:31101214-31105585
chr6	31101242	31105500	chr6:31101242-31105500
chr6	31101267	31107653	chr6:31101267-31107653
chr6	31101367	31105552	chr6:31101367-31105552
chr6	31101425	31105775	chr6:31101425-31105775
chr6	31101599	31105742	chr6:31101599-31105742
chr6	31101646	31106072	chr6:31101646-31106072
chr6	31102421	31105885	chr6:31102421-31105885
chr6	31102491	31106290	chr6:31102491-31106290
chr6	31102497	31108654	chr6:31102497-31108654
chr6	31104240	31106508	chr6:31104240-31106508
chr6	31104252	31106009	chr6:31104252-31106009
chr6	31104304	31109929	chr6:31104304-31109929
chr6	31104342	31106285	chr6:31104342-31106285
chr6	31104530	31106363	chr6:31104530-31106363
chr6	31104539	31106871	chr6:31104539-31106871
chr6	31105377	31106486	chr6:31105377-31106486
chr6	31105530	31106641	chr6:31105530-31106641
chr6	31105559	31107110	chr6:31105559-31107110
chr6	31105585	31110795	chr6:31105585-31110795
chr6	31105715	31106811	chr6:31105715-31106811
chr6	31105788	31107625	chr6:31105788-31107625
chr6	31105875	31106946	chr6:31105875-31106946
chr6	31106008	31107107	chr6:31106008-31107107
chr6	31106071	31107917	chr6:31106071-31107917
chr6	31106236	31107188	chr6:31106236-31107188
chr6	31106286	31108582	chr6:31106286-31108582
chr6	31106291	31111076	chr6:31106291-31111076
chr6	31106362	31107422	chr6:31106362-31107422
chr6	31106487	31107535	chr6:31106487-31107535
chr6	31106507	31108822	chr6:31106507-31108822
chr6	31106600	31107632	chr6:31106600-31107632
chr6	31106795	31107730	chr6:31106795-31107730
chr6	31106870	31109927	chr6:31106870-31109927
chr6	31106875	31112672	chr6:31106875-31112672
chr6	31106928	31107834	chr6:31106928-31107834
chr6	31107062	31108020	chr6:31107062-31108020
chr6	31107094	31110392	chr6:31107094-31110392
chr6	31107171	31108523	chr6:31107171-31108523
chr6	31107314	31108541	chr6:31107314-31108541
chr6	31107459	31108645	chr6:31107459-31108645
chr6	31107555	31110697	chr6:31107555-31110697
chr6	31107556	31108773	chr6:31107556-31108773
chr6	31107628	31113269	chr6:31107628-31113269
chr6	31107721	31109698	chr6:31107721-31109698
chr6	31107847	31109894	chr6:31107847-31109894
chr6	31107910	31110911	chr6:31107910-31110911
chr6	31107977	31110116	chr6:31107977-31110116
chr6	31108113	31110269	chr6:31108113-31110269
chr6	31108540	31110381	chr6:31108540-31110381
chr6	31108581	31111343	chr6:31108581-31111343
chr6	31108583	31114185	chr6:31108583-31114185
chr6	31108644	31110538	chr6:31108644-31110538
chr6	31108748	31110639	chr6:31108748-31110639
chr6	31108787	31112657	chr6:31108787-31112657
chr6	31109118	31110738	chr6:31109118-31110738
chr6	31109860	31110902	chr6:31109860-31110902
chr6	31109919	31112930	chr6:31109919-31112930
chr6	31109928	31115952	chr6:31109928-31115952
chr6	31110069	31111043	chr6:31110069-31111043
chr6	31110210	31111179	chr6:31110210-31111179
chr6	31110357	31111286	chr6:31110357-31111286
chr6	31110386	31113220	chr6:31110386-31113220
chr6	31110524	31111418	chr6:31110524-31111418
chr6	31110526	31118670	chr6:31110526-31118670
chr6	31110630	31111565	chr6:31110630-31111565
chr6	31110642	31113274	chr6:31110642-31113274
chr6	31110752	31112389	chr6:31110752-31112389
chr6	31110883	31112564	chr6:31110883-31112564
chr6	31110905	31113479	chr6:31110905-31113479
chr6	31110998	31112656	chr6:31110998-31112656
chr6	31111033	31120759	chr6:31111033-31120759
chr6	31111152	31112854	chr6:31111152-31112854
chr6	31111271	31112895	chr6:31111271-31112895
chr6	31111293	31114184	chr6:31111293-31114184
chr6	31111397	31113069	chr6:31111397-31113069
chr6	31111562	31113192	chr6:31111562-31113192
chr6	31112096	31113426	chr6:31112096-31113426
chr6	31112530	31113490	chr6:31112530-31113490
chr6	31112595	31114653	chr6:31112595-31114653
chr6	31112650	31113671	chr6:31112650-31113671
chr6	31112667	31121979	chr6:31112667-31121979
chr6	31112768	31114159	chr6:31112768-31114159
chr6	31112856	31115924	chr6:31112856-31115924
chr6	31112889	31114165	chr6:31112889-31114165
chr6	31113041	31114529	chr6:31113041-31114529
chr6	31113070	31116369	chr6:31113070-31116369
chr6	31113178	31114652	chr6:31113178-31114652
chr6	31113264	31122620	chr6:31113264-31122620
chr6	31113273	31118160	chr6:31113273-31118160
chr6	31113364	31115228	chr6:31113364-31115228
chr6	31113476	31115257	chr6:31113476-31115257
chr6	31113478	31118464	chr6:31113478-31118464
chr6	31113627	31115793	chr6:31113627-31115793
chr6	31113733	31115889	chr6:31113733-31115889
chr6	31114164	31116180	chr6:31114164-31116180
chr6	31114183	31118697	chr6:31114183-31118697
chr6	31114188	31124575	chr6:31114188-31124575
chr6	31114496	31116368	chr6:31114496-31116368
chr6	31114573	31119006	chr6:31114573-31119006
chr6	31114622	31116554	chr6:31114622-31116554
chr6	31114897	31116607	chr6:31114897-31116607
chr6	31115235	31117053	chr6:31115235-31117053
chr6	31115336	31117085	chr6:31115336-31117085
chr6	31115886	31117182	chr6:31115886-31117182
chr6	31115890	31120719	chr6:31115890-31120719
chr6	31115963	31124612	chr6:31115963-31124612
chr6	31116179	31117597	chr6:31116179-31117597
chr6	31116187	31120765	chr6:31116187-31120765
chr6	31116309	31117890	chr6:31116309-31117890
chr6	31116396	31117928	chr6:31116396-31117928
chr6	31116561	31118133	chr6:31116561-31118133
chr6	31116974	31118459	chr6:31116974-31118459
chr6	31117080	31118542	chr6:31117080-31118542
chr6	31117095	31121827	chr6:31117095-31121827
chr6	31117181	31118669	chr6:31117181-31118669
chr6	31117484	31118818	chr6:31117484-31118818
chr6	31117623	31119002	chr6:31117623-31119002
chr6	31117905	31119071	chr6:31117905-31119071
chr6	31118126	31119440	chr6:31118126-31119440
chr6	31118385	31119527	chr6:31118385-31119527
chr6	31118460	31122233	chr6:31118460-31122233
chr6	31118519	31119594	chr6:31118519-31119594
chr6	31118561	31125068	chr6:31118561-31125068
chr6	31118668	31120557	chr6:31118668-31120557
chr6	31118704	31122582	chr6:31118704-31122582
chr6	31118801	31120694	chr6:31118801-31120694
chr6	31118910	31122788	chr6:31118910-31122788
chr6	31118943	31121706	chr6:31118943-31121706
chr6	31119064	31121809	chr6:31119064-31121809
chr6	31119072	31125733	chr6:31119072-31125733
chr6	31119233	31121929	chr6:31119233-31121929
chr6	31119451	31122047	chr6:31119451-31122047
chr6	31119549	31123919	chr6:31119549-31123919
chr6	31119585	31122181	chr6:31119585-31122181
chr6	31120566	31122332	chr6:31120566-31122332
chr6	31120688	31122507	chr6:31120688-31122507
chr6	31120724	31124484	chr6:31120724-31124484
chr6	31121680	31122594	chr6:31121680-31122594
chr6	31121806	31122763	chr6:31121806-31122763
chr6	31121810	31124718	chr6:31121810-31124718
chr6	31121831	31126265	chr6:31121831-31126265
chr6	31121924	31122837	chr6:31121924-31122837
chr6	31122046	31123059	chr6:31122046-31123059
chr6	31122180	31123504	chr6:31122180-31123504
chr6	31122207	31125025	chr6:31122207-31125025
chr6	31122334	31123891	chr6:31122334-31123891
chr6	31122461	31124240	chr6:31122461-31124240
chr6	31122525	31125338	chr6:31122525-31125338
chr6	31122569	31124419	chr6:31122569-31124419
chr6	31122616	31127350	chr6:31122616-31127350
chr6	31122715	31124490	chr6:31122715-31124490
chr6	31122790	31125707	chr6:31122790-31125707
chr6	31122815	31124574	chr6:31122815-31124574
chr6	31123067	31124691	chr6:31123067-31124691
chr6	31123462	31124873	chr6:31123462-31124873
chr6	31123886	31125008	chr6:31123886-31125008
chr6	31123892	31125794	chr6:31123892-31125794
chr6	31123927	31129087	chr6:31123927-31129087
chr6	31124054	31125316	chr6:31124054-31125316
chr6	31124265	31125447	chr6:31124265-31125447
chr6	31124435	31125537	chr6:31124435-31125537
chr6	31124494	31126055	chr6:31124494-31126055
chr6	31124537	31125705	chr6:31124537-31125705
chr6	31124561	31129570	chr6:31124561-31129570
chr6	31124660	31125759	chr6:31124660-31125759
chr6	31124698	31126376	chr6:31124698-31126376
chr6	31124859	31125863	chr6:31124859-31125863
chr6	31124920	31126544	chr6:31124920-31126544
chr6	31124973	31125964	chr6:31124973-31125964
chr6	31125075	31130215	chr6:31125075-31130215
chr6	31125283	31126107	chr6:31125283-31126107
chr6	31125306	31126993	chr6:31125306-31126993
chr6	31125402	31126237	chr6:31125402-31126237
chr6	31125510	31126330	chr6:31125510-31126330
chr6	31125587	31127276	chr6:31125587-31127276
chr6	31125634	31126517	chr6:31125634-31126517
chr6	31125732	31130828	chr6:31125732-31130828
chr6	31125734	31126590	chr6:31125734-31126590
chr6	31125793	31127604	chr6:31125793-31127604
chr6	31125852	31126692	chr6:31125852-31126692
chr6	31125963	31126974	chr6:31125963-31126974
chr6	31126068	31128653	chr6:31126068-31128653
chr6	31126094	31126979	chr6:31126094-31126979
chr6	31126218	31127177	chr6:31126218-31127177
chr6	31126264	31131956	chr6:31126264-31131956
chr6	31126316	31127260	chr6:31126316-31127260
chr6	31126317	31129001	chr6:31126317-31129001
chr6	31126478	31127535	chr6:31126478-31127535
chr6	31126557	31129216	chr6:31126557-31129216
chr6	31126579	31127589	chr6:31126579-31127589
chr6	31126691	31127686	chr6:31126691-31127686
chr6	31126847	31127868	chr6:31126847-31127868
chr6	31126962	31127949	chr6:31126962-31127949
